buscoID	query_chr	position	assigned_chr
165at6231	OVOC_OM2	10410025.5	X
166at6231	OVOC_OM3	12152665.5	C
170at6231	OVOC_OM2	8906350.5	D
172at6231	OVOC_OM1b	22875080.5	D
174at6231	OVOC_OM3	10313805.5	C
175at6231	OVOC_OM1b	11709260.0	A
181at6231	OVOC_OM4	11292841.0	B
183at6231	OVOC_OM3	10180792.0	C
184at6231	OVOC_OM4	14736179.0	B
185at6231	OVOC_OM3	14692747.0	C
189at6231	OVOC_OM1b	26693124.0	N
190at6231	OVOC_OO_000013	32219.0	B
194at6231	OVOC_OM2	17248740.0	D
196at6231	OVOC_OM3	11367367.0	C
197at6231	OVOC_OM4	10076612.5	B
198at6231	OVOC_OM1b	13643261.0	N
199at6231	OVOC_OM3	2309725.5	C
201at6231	OVOC_OM4	7789779.0	B
210at6231	OVOC_OM3	3835664.5	C
211at6231	OVOC_OM3	1570270.5	C
216at6231	OVOC_OM1b	2552711.5	A
217at6231	OVOC_OM2	20648911.5	E
219at6231	OVOC_OM4	11080582.0	B
232at6231	OVOC_OM1b	19499524.5	N
233at6231	OVOC_OM1b	3356061.0	D
238at6231	OVOC_OM1a	364974.0	A
241at6231	OVOC_OM1b	9359323.0	A
243at6231	OVOC_OM2	12464543.0	D
252at6231	OVOC_OM2	7714925.0	X
255at6231	OVOC_OM3	6788946.0	C
265at6231	OVOC_OM3	12526503.5	C
267at6231	OVOC_OM3	4644817.0	C
270at6231	OVOC_OO_000002	82576.0	E
271at6231	OVOC_OM1b	6899808.5	A
279at6231	OVOC_OM3	3762026.5	C
286at6231	OVOC_OM2	16194586.5	E
287at6231	OVOC_OM5	1061461.0	E
288at6231	OVOC_OM1b	3936514.0	A
293at6231	OVOC_OM3	196135.5	C
294at6231	OVOC_OM1b	28218744.0	A
299at6231	OVOC_OM3	12282481.0	C
300at6231	OVOC_OM3	5378097.0	C
301at6231	OVOC_OM2	3016313.5	D
302at6231	OVOC_OM4	43184.0	B
311at6231	OVOC_OM1b	19597314.0	N
318at6231	OVOC_OM1a	1687642.0	A
319at6231	OVOC_OM4	7559685.0	B
322at6231	OVOC_OM1b	25952462.0	N
323at6231	OVOC_OM2	6919026.0	D
327at6231	OVOC_OM1b	3103732.5	A
333at6231	OVOC_OM1b	7726572.5	A
334at6231	OVOC_OM3	9080811.5	C
344at6231	OVOC_OM2	4537494.0	D
345at6231	OVOC_OM3	10209342.5	C
346at6231	OVOC_OM1b	7282211.0	A
350at6231	OVOC_OM2	13266509.0	D
359at6231	OVOC_OM1b	1759945.0	A
364at6231	OVOC_OM2	3083727.5	D
366at6231	OVOC_OM1a	1435010.5	A
369at6231	OVOC_OM2	8889720.5	D
373at6231	OVOC_OM3	6024455.0	C
375at6231	OVOC_OM1b	13459259.0	N
378at6231	OVOC_OM1b	21920863.0	N
382at6231	OVOC_OM4	14751419.0	B
384at6231	OVOC_OM4	469085.5	B
390at6231	OVOC_OM4	13626122.0	B
394at6231	OVOC_OM1b	20707521.5	N
401at6231	OVOC_OM2	20728404.0	E
402at6231	OVOC_OM1b	26251011.0	N
405at6231	OVOC_OM4	5273121.0	B
411at6231	OVOC_OM1b	11144295.5	A
416at6231	OVOC_OM2	15995008.5	E
420at6231	OVOC_OM2	14926089.0	E
421at6231	OVOC_OM2	8849052.5	X
422at6231	OVOC_OM1b	5428954.0	A
423at6231	OVOC_OM3	2815201.0	C
425at6231	OVOC_OM2	6289758.0	D
428at6231	OVOC_OM3	11502799.0	C
430at6231	OVOC_OM1b	3221292.5	A
432at6231	OVOC_OM2	5190232.5	X
433at6231	OVOC_OM3	8128225.5	C
435at6231	OVOC_OM3	1707469.0	C
438at6231	OVOC_OM1b	22367923.0	N
439at6231	OVOC_OM1b	17104914.0	N
442at6231	OVOC_OM2	9433775.5	X
446at6231	OVOC_OM4	5795111.5	B
450at6231	OVOC_OM4	9372754.0	B
451at6231	OVOC_OM3	4440273.0	C
452at6231	OVOC_OM2	5807079.5	D
454at6231	OVOC_OM2	18794312.0	E
455at6231	OVOC_OM2	20291741.5	E
458at6231	OVOC_OM2	19980874.5	E
461at6231	OVOC_OM3	2195117.0	C
462at6231	OVOC_OM1b	3248551.0	A
473at6231	OVOC_OM2	17479457.0	E
482at6231	OVOC_OM2	19562709.5	E
484at6231	OVOC_OM1b	13009830.0	A
487at6231	OVOC_OO_000002	206589.0	E
488at6231	OVOC_OM1b	5294586.0	A
489at6231	OVOC_OM1b	9410671.0	A
490at6231	OVOC_OM2	15439375.0	E
493at6231	OVOC_OM2	9211674.5	X
494at6231	OVOC_OM4	5785200.5	B
495at6231	OVOC_OM2	7140778.0	D
498at6231	OVOC_OM2	18157337.5	E
503at6231	OVOC_OM1b	5391769.5	A
509at6231	OVOC_OM1b	9823759.5	A
514at6231	OVOC_OM2	11173802.5	D
516at6231	OVOC_OM1b	22012669.0	N
518at6231	OVOC_OM3	8744961.5	C
522at6231	OVOC_OM1b	12145044.5	A
523at6231	OVOC_OM1a	2118811.0	A
525at6231	OVOC_OM4	3882890.5	B
527at6231	OVOC_OM3	2123724.5	C
529at6231	OVOC_OM3	2542838.5	C
531at6231	OVOC_OM1b	4879810.0	A
532at6231	OVOC_OM1b	10424630.5	A
534at6231	OVOC_OM4	9116348.5	B
536at6231	OVOC_OM4	8280218.5	B
537at6231	OVOC_OM4	9471559.0	B
538at6231	OVOC_OM3	16216680.5	C
544at6231	OVOC_OM2	22711878.5	E
547at6231	OVOC_OM2	24730069.5	E
548at6231	OVOC_OM1b	6956631.0	A
551at6231	OVOC_OM4	15000952.0	B
562at6231	OVOC_OM1a	1174854.5	A
563at6231	OVOC_OM2	18525306.0	X
568at6231	OVOC_OM2	8823512.5	X
572at6231	OVOC_OM4	13836358.5	B
575at6231	OVOC_OM1b	14003339.5	N
581at6231	OVOC_OM1b	12219981.5	A
585at6231	OVOC_OM4	2471199.5	B
590at6231	OVOC_OM1b	5579047.5	A
593at6231	OVOC_OM4	3415002.5	B
594at6231	OVOC_OM1b	4979443.0	A
596at6231	OVOC_OM2	7959694.0	X
597at6231	OVOC_OM3	8288487.0	C
600at6231	OVOC_OM2	232315.0	X
604at6231	OVOC_OM4	2966566.0	B
606at6231	OVOC_OM2	22010329.0	E
609at6231	OVOC_OM4	10899639.5	B
612at6231	OVOC_OM1b	25979151.0	D
613at6231	OVOC_OM1b	8843233.0	A
620at6231	OVOC_OM3	12868222.5	C
625at6231	OVOC_OM2	10552620.0	X
627at6231	OVOC_OM4	10115350.5	B
629at6231	OVOC_OM3	14096564.0	C
631at6231	OVOC_OM1b	7558683.0	A
632at6231	OVOC_OM3	9811230.5	C
635at6231	OVOC_OM2	10339804.0	D
638at6231	OVOC_OM2	8041123.0	D
639at6231	OVOC_OM3	6174329.0	C
641at6231	OVOC_OM2	8512471.5	D
642at6231	OVOC_OM2	22250159.0	E
644at6231	OVOC_OM1a	1629895.0	A
645at6231	OVOC_OM4	14398971.5	B
646at6231	OVOC_OM1a	2385411.0	A
650at6231	OVOC_OM4	8932488.0	B
651at6231	OVOC_OM1b	26519896.0	N
655at6231	OVOC_OM4	8344496.5	B
657at6231	OVOC_OM4	10979358.5	B
665at6231	OVOC_OM1b	5585183.5	A
675at6231	OVOC_OM1b	6988449.0	A
683at6231	OVOC_OM2	21474627.5	E
700at6231	OVOC_OM3	16572784.5	C
701at6231	OVOC_OM2	18746070.0	E
702at6231	OVOC_OM4	2169503.0	B
704at6231	OVOC_OM1b	25258325.5	N
708at6231	OVOC_OM2	14806780.0	E
710at6231	OVOC_OM4	4598368.0	B
714at6231	OVOC_OM2	15250698.5	E
716at6231	OVOC_OM3	2504459.5	C
718at6231	OVOC_OM1b	20663617.5	N
721at6231	OVOC_OM1b	5907488.5	A
722at6231	OVOC_OM3	6519444.5	C
724at6231	OVOC_OM3	4014049.5	C
725at6231	OVOC_OM1b	18618030.0	N
726at6231	OVOC_OM3	8226268.5	C
728at6231	OVOC_OM2	13208257.0	D
734at6231	OVOC_OM3	6093129.5	C
735at6231	OVOC_OM1b	20739778.5	N
736at6231	OVOC_OM4	2186758.0	B
737at6231	OVOC_OM3	15855359.5	C
741at6231	OVOC_OM3	2964574.0	C
743at6231	OVOC_OM2	14598167.0	E
746at6231	OVOC_OM4	8603292.5	B
747at6231	OVOC_OM3	15190644.0	C
751at6231	OVOC_OM4	1795886.0	B
753at6231	OVOC_OM4	12174794.0	B
754at6231	OVOC_OM4	9915581.5	B
755at6231	OVOC_OM2	7062434.0	X
759at6231	OVOC_OM2	10689623.0	D
762at6231	OVOC_OM2	13322671.5	X
765at6231	OVOC_OM4	11850068.5	B
772at6231	OVOC_OM4	9162445.0	B
774at6231	OVOC_OM4	12833694.5	B
780at6231	OVOC_OM4	3870585.5	B
781at6231	OVOC_OM2	9081858.0	X
782at6231	OVOC_OM3	6210298.0	C
785at6231	OVOC_OM3	12662919.0	C
786at6231	OVOC_OM2	2143522.5	D
787at6231	OVOC_OM2	20160033.5	E
788at6231	OVOC_OM2	9724296.0	X
790at6231	OVOC_OM2	4761271.0	X
792at6231	OVOC_OM3	10640740.0	C
794at6231	OVOC_OM3	10780866.0	B
798at6231	OVOC_OM1b	5788940.0	A
800at6231	OVOC_OM4	13953177.5	B
801at6231	OVOC_OM1b	17494611.5	N
802at6231	OVOC_OM1b	23153657.5	N
803at6231	OVOC_OM3	2595407.5	C
810at6231	OVOC_OM4	6483349.0	B
813at6231	OVOC_OM4	7436365.0	B
814at6231	OVOC_OM1b	21741070.0	N
815at6231	OVOC_OO_000008	69893.5	C
816at6231	OVOC_OM1b	26727092.5	N
821at6231	OVOC_OM3	13602373.0	C
825at6231	OVOC_OM4	14680001.5	B
826at6231	OVOC_OM3	5271621.5	C
829at6231	OVOC_OM3	4844393.0	C
831at6231	OVOC_OM3	5853075.0	C
837at6231	OVOC_OM2	9073147.0	X
838at6231	OVOC_OM3	8203665.0	C
842at6231	OVOC_OM3	4610126.0	C
844at6231	OVOC_OM2	9675469.0	D
845at6231	OVOC_OM2	23010246.0	E
849at6231	OVOC_OM1a	1386850.0	A
850at6231	OVOC_OM2	22492940.5	E
851at6231	OVOC_OM2	2791926.0	D
853at6231	OVOC_OM1a	1201133.0	A
857at6231	OVOC_OM5	1174954.0	E
860at6231	OVOC_OM3	897447.0	C
862at6231	OVOC_OM4	2004607.0	B
868at6231	OVOC_OM2	18286805.0	E
869at6231	OVOC_OM3	11046129.0	C
875at6231	OVOC_OM2	10800641.0	D
876at6231	OVOC_OM1b	19268011.0	N
879at6231	OVOC_OM1b	17156873.0	N
881at6231	OVOC_OM1b	3589920.0	A
885at6231	OVOC_OM2	17733306.5	E
890at6231	OVOC_OM2	18183724.5	E
899at6231	OVOC_OM1b	2139093.5	A
902at6231	OVOC_OM2	19598499.5	E
904at6231	OVOC_OM2	10659390.0	X
912at6231	OVOC_OM2	22399125.5	E
914at6231	OVOC_OM4	15327039.0	B
915at6231	OVOC_OM1b	7635047.5	A
916at6231	OVOC_OM4	8943877.5	B
917at6231	OVOC_OM2	16574937.5	E
918at6231	OVOC_OM1b	9814125.0	A
920at6231	OVOC_OM4	11860314.0	B
921at6231	OVOC_OM2	2037056.0	D
922at6231	OVOC_OM2	9399506.0	D
925at6231	OVOC_OM3	4858374.5	C
933at6231	OVOC_OM1b	24721198.0	N
934at6231	OVOC_OM2	5381831.0	D
937at6231	OVOC_OM1b	11359190.0	A
939at6231	OVOC_OM4	7882478.5	B
951at6231	OVOC_OM3	380624.5	C
952at6231	OVOC_OM1b	25217037.5	N
957at6231	OVOC_OM4	4528352.0	B
958at6231	OVOC_OM4	2954745.5	B
961at6231	OVOC_OM1b	19005164.5	N
962at6231	OVOC_OM1b	12026146.0	A
963at6231	OVOC_OM3	10614708.5	C
968at6231	OVOC_OM4	11055029.5	B
969at6231	OVOC_OM1b	19114161.0	A
975at6231	OVOC_OM4	10918952.5	B
984at6231	OVOC_OM1b	17654099.0	N
987at6231	OVOC_OM3	2431021.5	C
989at6231	OVOC_OM4	3762582.0	B
990at6231	OVOC_OM1b	9574761.5	A
993at6231	OVOC_OO_000003	36598.0	E
994at6231	OVOC_OM2	9573950.0	X
995at6231	OVOC_OM2	21074934.5	E
997at6231	OVOC_OM4	14718688.0	B
998at6231	OVOC_OM2	9413824.5	X
1003at6231	OVOC_OM4	15278702.5	B
1013at6231	OVOC_OM1b	20143157.5	N
1014at6231	OVOC_OM2	19654926.0	E
1016at6231	OVOC_OM4	10996074.0	B
1017at6231	OVOC_OM3	7947106.0	C
1018at6231	OVOC_OM3	1249968.0	C
1019at6231	OVOC_OM2	8444347.0	D
1024at6231	OVOC_OM4	9206948.0	B
1032at6231	OVOC_OM3	7019865.5	C
1033at6231	OVOC_OM1b	6031355.5	A
1034at6231	OVOC_OM3	6930950.0	C
1035at6231	OVOC_OM4	15684316.0	B
1037at6231	OVOC_OM2	24228700.0	D
1040at6231	OVOC_OM4	4293687.5	B
1047at6231	OVOC_OM3	12643909.5	C
1053at6231	OVOC_OM1b	8391032.0	A
1055at6231	OVOC_OM3	9801897.0	C
1056at6231	OVOC_OM1b	3777532.0	A
1057at6231	OVOC_OM2	3544345.0	D
1066at6231	OVOC_OM1b	15791898.5	N
1067at6231	OVOC_OM1b	6879933.5	A
1072at6231	OVOC_OM2	7933241.5	D
1073at6231	OVOC_OM4	5245183.0	B
1082at6231	OVOC_OM4	9854698.0	B
1083at6231	OVOC_OM5	1118503.5	E
1086at6231	OVOC_OM4	7403102.5	D
1088at6231	OVOC_OM4	8778863.5	B
1101at6231	OVOC_OM1b	11872273.0	A
1104at6231	OVOC_OM4	14545739.0	B
1105at6231	OVOC_OM3	8374671.0	C
1112at6231	OVOC_OM2	21103098.5	E
1113at6231	OVOC_OM1b	9668265.5	A
1115at6231	OVOC_OM3	1179448.0	C
1118at6231	OVOC_OM3	6016485.0	C
1122at6231	OVOC_OM2	22209644.5	D
1123at6231	OVOC_OM1b	26940254.0	N
1125at6231	OVOC_OM2	22028820.5	E
1128at6231	OVOC_OM2	20681073.5	E
1129at6231	OVOC_OM2	8592436.0	D
1131at6231	OVOC_OM3	9279893.5	C
1133at6231	OVOC_OM1b	26471224.5	N
1134at6231	OVOC_OM1b	4991336.0	A
1135at6231	OVOC_OM2	19292482.5	E
1138at6231	OVOC_OM1b	10151676.0	A
1142at6231	OVOC_OM1b	3543976.5	A
1144at6231	OVOC_OM3	13186340.5	C
1147at6231	OVOC_OM1b	4643075.0	A
1148at6231	OVOC_OM3	8418727.0	C
1150at6231	OVOC_OM1b	7871800.5	A
1152at6231	OVOC_OM3	3993516.0	C
1153at6231	OVOC_OM5	1100841.5	E
1155at6231	OVOC_OM1b	5327532.0	A
1158at6231	OVOC_OM4	8524973.5	B
1159at6231	OVOC_OM3	4560807.0	C
1160at6231	OVOC_OM1b	767637.0	A
1169at6231	OVOC_OM3	1498260.0	C
1173at6231	OVOC_OM4	4607962.5	B
1174at6231	OVOC_OM1b	11084228.5	A
1175at6231	OVOC_OM1b	20344064.5	N
1177at6231	OVOC_OM3	4989840.0	C
1179at6231	OVOC_OM1b	4513984.0	A
1180at6231	OVOC_OM2	6087271.0	X
1182at6231	OVOC_OM1b	27151291.0	N
1187at6231	OVOC_OM2	17822925.0	E
1193at6231	OVOC_OM3	1434761.5	C
1196at6231	OVOC_OM1b	11382550.5	A
1199at6231	OVOC_OM2	8759007.0	B
1200at6231	OVOC_OM4	11358958.0	B
1202at6231	OVOC_OM3	12418887.0	C
1205at6231	OVOC_OM2	4885754.5	D
1207at6231	OVOC_OM2	20584635.0	E
1211at6231	OVOC_OM1b	5056302.0	A
1212at6231	OVOC_OM3	12069114.5	C
1215at6231	OVOC_OM2	18906123.5	E
1222at6231	OVOC_OM2	13378125.0	X
1223at6231	OVOC_OM2	8649521.5	D
1228at6231	OVOC_OO_000007	40554.5	E
1233at6231	OVOC_OM1b	26397034.5	N
1235at6231	OVOC_OM2	3566251.0	D
1247at6231	OVOC_OM4	494521.0	B
1252at6231	OVOC_OM1b	293311.5	A
1255at6231	OVOC_OM3	8570619.0	C
1263at6231	OVOC_OM1b	4092051.5	A
1264at6231	OVOC_OM2	5901518.5	D
1266at6231	OVOC_OM1b	21108163.0	D
1270at6231	OVOC_OM2	24168776.5	A
1272at6231	OVOC_OM3	6617191.0	C
1273at6231	OVOC_OM2	18211681.5	E
1275at6231	OVOC_OM1b	8770914.0	A
1278at6231	OVOC_OM4	12081469.0	B
1279at6231	OVOC_OM2	12604740.0	X
1281at6231	OVOC_OM1b	18924472.0	N
1285at6231	OVOC_OM2	3870633.5	X
1288at6231	OVOC_OM1b	7590244.5	A
1293at6231	OVOC_OM1a	2433901.5	A
1295at6231	OVOC_OM1b	5454187.0	A
1301at6231	OVOC_OM1b	11622719.0	A
1313at6231	OVOC_OM2	15958275.5	E
1314at6231	OVOC_OM4	9520906.0	B
1316at6231	OVOC_OM3	7617949.5	C
1317at6231	OVOC_OM2	20755526.5	E
1318at6231	OVOC_OM4	10600715.5	B
1320at6231	OVOC_OM2	19870262.0	E
1322at6231	OVOC_OM1b	12708009.5	A
1326at6231	OVOC_OM2	3484501.0	D
1327at6231	OVOC_OM3	8401009.0	C
1328at6231	OVOC_OM3	14763666.5	C
1329at6231	OVOC_OM1b	12718357.5	A
1332at6231	OVOC_OM2	21952062.0	E
1344at6231	OVOC_OM4	7324734.0	B
1346at6231	OVOC_OM2	16353748.0	E
1349at6231	OVOC_OM1b	19168258.5	N
1350at6231	OVOC_OM4	2572241.5	B
1352at6231	OVOC_OM3	9868536.5	C
1358at6231	OVOC_OM4	9767129.0	B
1360at6231	OVOC_OM4	11201225.5	B
1361at6231	OVOC_OM1b	8293427.5	A
1362at6231	OVOC_OM2	23147343.0	E
1366at6231	OVOC_OM2	6394144.0	D
1373at6231	OVOC_OM1b	1308066.5	A
1374at6231	OVOC_OM4	1577607.0	B
1375at6231	OVOC_OM1b	6473362.0	A
1376at6231	OVOC_OM2	22145226.5	E
1377at6231	OVOC_OM4	8819641.0	B
1378at6231	OVOC_OM3	12342255.0	C
1381at6231	OVOC_OM1a	1063320.0	A
1383at6231	OVOC_OM1b	10849684.0	A
1389at6231	OVOC_OM1b	8674842.0	A
1395at6231	OVOC_OM4	13322446.0	B
1400at6231	OVOC_OM2	18995328.0	E
1404at6231	OVOC_OM2	8471216.0	D
1405at6231	OVOC_OM1b	8463706.0	A
1407at6231	OVOC_OM1b	27516821.5	N
1409at6231	OVOC_OM2	2194910.5	D
1411at6231	OVOC_OM2	5834509.5	D
1413at6231	OVOC_OM1b	10659921.5	A
1416at6231	OVOC_OM2	24526887.0	E
1427at6231	OVOC_OM1b	2250547.5	A
1430at6231	OVOC_OM3	7151631.0	X
1432at6231	OVOC_OM1b	23443191.5	N
1434at6231	OVOC_OM3	14929383.5	C
1437at6231	OVOC_OM1b	10613343.5	A
1438at6231	OVOC_OM1a	1954305.5	A
1441at6231	OVOC_OM3	4904975.5	C
1444at6231	OVOC_OM4	13045737.0	B
1449at6231	OVOC_OM3	829560.0	C
1450at6231	OVOC_OM2	3885440.0	X
1452at6231	OVOC_OM1a	1295842.0	A
1453at6231	OVOC_OM1b	5868975.0	A
1454at6231	OVOC_OM3	642487.5	C
1459at6231	OVOC_OM2	21728489.0	E
1463at6231	OVOC_OM2	21971404.0	E
1466at6231	OVOC_OM1b	6965208.0	A
1471at6231	OVOC_OM2	24908513.0	E
1473at6231	OVOC_OM1b	27920447.5	A
1478at6231	OVOC_OM2	19853845.0	E
1482at6231	OVOC_OM3	4624881.5	C
1484at6231	OVOC_OM1b	10855816.0	A
1490at6231	OVOC_OM2	5118010.0	X
1491at6231	OVOC_OM2	8312358.0	D
1492at6231	OVOC_OM1b	4019180.0	A
1495at6231	OVOC_OM1b	20857355.0	N
1498at6231	OVOC_OM2	10193341.0	D
1499at6231	OVOC_OM1b	7295567.0	A
1501at6231	OVOC_OM1b	16197788.0	N
1506at6231	OVOC_OM4	14662756.0	B
1509at6231	OVOC_OM3	15661233.0	C
1514at6231	OVOC_OM2	463362.0	D
1517at6231	OVOC_OM2	1233036.5	X
1518at6231	OVOC_OM1b	212933.5	A
1519at6231	OVOC_OM1b	20822614.0	N
1533at6231	OVOC_OM2	7634802.0	D
1535at6231	OVOC_OM2	22022531.0	E
1537at6231	OVOC_OM3	6256649.0	C
1541at6231	OVOC_OM2	9964591.0	X
1543at6231	OVOC_OM4	5360529.0	B
1548at6231	OVOC_OM3	1130348.5	C
1551at6231	OVOC_OM3	10726268.0	C
1552at6231	OVOC_OM1b	1214913.5	A
1556at6231	OVOC_OM1b	3423195.0	A
1561at6231	OVOC_OM1b	19486178.5	N
1566at6231	OVOC_OM1b	22111449.5	N
1571at6231	OVOC_OM4	2136085.0	B
1572at6231	OVOC_OM3	12747857.0	C
1574at6231	OVOC_OM1b	22545926.0	N
1576at6231	OVOC_OM1b	18085469.0	N
1587at6231	OVOC_OM2	3221696.5	X
1588at6231	OVOC_OM5	1311531.0	E
1590at6231	OVOC_OM4	8069729.0	B
1592at6231	OVOC_OM1b	19126346.0	N
1594at6231	OVOC_OM1b	175124.0	A
1596at6231	OVOC_OM1b	1294343.5	A
1598at6231	OVOC_OM1b	22759891.5	N
1601at6231	OVOC_OM2	3800459.5	D
1604at6231	OVOC_OM2	21233925.0	E
1605at6231	OVOC_OM5	1084455.5	E
1606at6231	OVOC_OM1b	3407489.0	A
1608at6231	OVOC_OM4	5338595.5	B
1611at6231	OVOC_OM1b	21434383.0	N
1613at6231	OVOC_OM4	10019876.0	B
1616at6231	OVOC_OM1b	18876218.0	N
1617at6231	OVOC_OM4	12440681.5	B
1620at6231	OVOC_OM1b	6697284.5	A
1635at6231	OVOC_OM3	9377279.5	C
1636at6231	OVOC_OM2	4403373.0	X
1637at6231	OVOC_OM4	13197975.0	B
1638at6231	OVOC_OM2	8617723.5	D
1639at6231	OVOC_OM2	2818477.0	D
1641at6231	OVOC_OM4	2349541.5	B
1642at6231	OVOC_OM2	2501938.5	D
1643at6231	OVOC_OM3	1331193.0	C
1645at6231	OVOC_OM1b	3835738.5	A
1647at6231	OVOC_OM4	11565851.5	B
1649at6231	OVOC_OM1b	19948584.5	A
1653at6231	OVOC_OM1b	5594690.0	A
1656at6231	OVOC_OM3	13416956.0	C
1663at6231	OVOC_OM2	13864288.0	E
1666at6231	OVOC_OM3	4823000.0	C
1669at6231	OVOC_OM2	19093495.5	E
1670at6231	OVOC_OM2	21797638.5	E
1671at6231	OVOC_OM2	24790223.0	E
1673at6231	OVOC_OM1b	9446221.0	A
1682at6231	OVOC_OM1b	6855576.0	A
1683at6231	OVOC_OM3	8355238.0	C
1686at6231	OVOC_OM2	17496028.5	E
1687at6231	OVOC_OM2	5430008.5	D
1691at6231	OVOC_OM2	22545506.5	E
1698at6231	OVOC_OM4	5637725.5	B
1699at6231	OVOC_OM3	134375.5	C
1702at6231	OVOC_OM1b	3094371.0	A
1704at6231	OVOC_OM4	8439372.0	B
1705at6231	OVOC_OM2	9091341.0	X
1706at6231	OVOC_OM4	11179979.5	B
1712at6231	OVOC_OM4	4870556.0	B
1713at6231	OVOC_OM3	13779885.5	C
1715at6231	OVOC_OM3	2710435.5	C
1724at6231	OVOC_OO_000008	81463.0	C
1739at6231	OVOC_OM1b	7484588.0	D
1743at6231	OVOC_OM1b	26205552.5	N
1750at6231	OVOC_OM2	19357214.0	D
1754at6231	OVOC_OM1b	1237433.0	A
1757at6231	OVOC_OM1b	495286.5	A
1759at6231	OVOC_OM4	15931660.5	B
1760at6231	OVOC_OM2	21352906.0	E
1761at6231	OVOC_OM4	14159174.5	B
1762at6231	OVOC_OM2	18108395.5	E
1770at6231	OVOC_OO_000002	229765.5	E
1771at6231	OVOC_OM2	534721.5	D
1778at6231	OVOC_OM1b	6392863.5	A
1780at6231	OVOC_OM4	9303211.0	B
1785at6231	OVOC_OM3	171926.0	C
1797at6231	OVOC_OM1b	18930026.0	N
1801at6231	OVOC_OM2	17724390.0	E
1817at6231	OVOC_OM1b	21681103.5	N
1821at6231	OVOC_OM1b	20192873.5	N
1822at6231	OVOC_OM2	17906694.0	E
1823at6231	OVOC_OM3	1679829.5	C
1827at6231	OVOC_OM2	8763059.5	X
1831at6231	OVOC_OM1b	7192520.0	A
1835at6231	OVOC_OM2	6079765.5	X
1837at6231	OVOC_OM1b	4183927.5	A
1838at6231	OVOC_OM2	19449584.0	E
1847at6231	OVOC_OM2	558956.5	D
1849at6231	OVOC_OM3	1229270.0	C
1852at6231	OVOC_OM3	10800609.5	C
1856at6231	OVOC_OM1a	2012253.0	A
1865at6231	OVOC_OM2	16895083.0	E
1870at6231	OVOC_OM2	4213201.0	D
1871at6231	OVOC_OM1b	10968410.0	A
1872at6231	OVOC_OM3	8782796.5	C
1873at6231	OVOC_OM2	298801.0	X
1877at6231	OVOC_OM3	7590033.5	C
1884at6231	OVOC_OM2	5101028.5	X
1890at6231	OVOC_OM2	18600192.5	E
1894at6231	OVOC_OM2	2352659.5	D
1895at6231	OVOC_OM2	862472.0	D
1898at6231	OVOC_OM3	8167403.5	C
1899at6231	OVOC_OM1b	2615488.5	A
1914at6231	OVOC_OM4	11583408.5	B
1915at6231	OVOC_OM3	10169690.0	C
1918at6231	OVOC_OM2	23900713.0	D
1921at6231	OVOC_OM3	1538356.0	C
1927at6231	OVOC_OM1b	13313351.0	N
